article_ix,doi,title,abstract,article_topic1,article_topic2,article_data_type
128,10.1017/S0003055412000482,Legislative Bargaining and the Dynamics of Public Investment,,,,
129,10.1017/S0003055412000470,"APSR EXTERNAL REVIEWERS, 2011–2012","The American Political Science Review peer review process relies on the professionalism and generosity of those who contribute their time to read and evaluate the work of others. The Co-editors thank these scholars for serving as manuscript reviewers between September 1, 2011, and August 31, 2012.",,,
130,10.1017/S0003055412000548,INDEX TO VOLUME 106,,,,
131,10.1017/S0003055412000366,Notes from the Editors,"The next issue, that of November 2012, will be the last for the “UCLA” team—which now includes Harvard, Ohio State, and Stanford—as (now former) co-editors of APSR. The new University of North Texas (UNT) editors are already receiving all papers submitted after June 30, 2012 (at the rate of almost twenty per week, John Ishiyama tells us) while we are handling the “conditional accepts” and “revise and resubmits” that were in the pipeline and have invited referees for the submissions that arrived through June 30. So far, all seems to be running smoothly at both ends, for which we express our gratitude to Aries (which runs Editorial Manager), to the North Texas editorial team, and especially to the professionals who make the whole enterprise run—Joseph Riser, who has served as a superb senior editor at UCLA—and his successor at UNT, Meagan Williams.",,,
132,10.1017/S0003055412000238,The Autocratic Legacy of Early Statehood,"This article documents that precolonial state development was an impediment to the development of democracy outside Europe, because indigenous state institutions constrained the European colonial endeavor and limited the diffusion of European institutions and ideas. Some countries were strong enough to resist colonization; others had enough state infrastructure that the colonizers would rule through existing institutions. Neither group therefore experienced institutional transplantation or European settlement. Less developed states, in contrast, were easier to colonize and were often colonized with institutional transplantation and an influx of settlers carrying ideals of parliamentarism. Using OLS and IV estimation, I present statistical evidence of an autocratic legacy of early statehood and document the proposed causal channel for a large sample of non-European countries. The conclusion is robust to different samples, different democracy indices, an array of exogenous controls, and several alternative theories of the causes and correlates of democracy.",,,
133,10.1017/S0003055412000287,Inequality and Regime Change: Democratic Transitions and the Stability of Democratic Rule,"Recent work by Carles Boix and Daron Acemoglu and James Robinson has focused on the role of inequality and distributive conflict in transitions to and from democratic rule. We assess these claims through causal process observation, using an original qualitative dataset on democratic transitions and reversions during the “third wave” from 1980 to 2000. We show that distributive conflict, a key causal mechanism in these theories, is present in just over half of all transition cases. Against theoretical expectations, a substantial number of these transitions occur in countries with high levels of inequality. Less than a third of all reversions are driven by distributive conflicts between elites and masses. We suggest a variety of alternative causal pathways to both transitions and reversions.",,,
134,10.1017/S0003055412000305,Putting Inequality in Its Place: Rural Consciousness and the Power of Perspective,"Why do people vote against their interests? Previous explanations miss something fundamental because they do not consider the work of group consciousness. Based on participant observation of conversations from May 2007 to May 2011 among 37 regularly occurring groups in 27 communities sampled across Wisconsin, this study shows that in some places, people have a class- and place-based identity that is intertwined with a perception of deprivation. The rural consciousness revealed here shows people attributing rural deprivation to the decision making of (urban) political elites, who disregard and disrespect rural residents and rural lifestyles. Thus these rural residents favor limited government, even though such a stance might seem contradictory to their economic self-interests. The results encourage us to consider the role of group consciousness-based perspectives rather than pitting interests against values as explanations for preferences. Also, the study suggests that public opinion research more seriously include listening to the public.",,,
135,10.1017/S0003055412000329,Gender Inequality in Deliberative Participation,"Can men and women have equal levels of voice and authority in deliberation or does deliberation exacerbate gender inequality? Does increasing women's descriptive representation in deliberation increase their voice and authority? We answer these questions and move beyond the debate by hypothesizing that the group's gender composition interacts with its decision rule to exacerbate or erase the inequalities. We test this hypothesis and various alternatives, using experimental data with many groups and links between individuals’ attitudes and speech. We find a substantial gender gap in voice and authority, but as hypothesized, it disappears under unanimous rule and few women, or under majority rule and many women. Deliberative design can avoid inequality by fitting institutional procedure to the social context of the situation.",,,
136,10.1017/S0003055412000226,"The Civic Origins of Progressive Policy Change: Combating Violence against Women in Global Perspective, 1975–2005","Over the past four decades, violence against women (VAW) has come to be seen as a violation of human rights and an important concern for social policy. Yet government action remains uneven. Some countries have adopted comprehensive policies to combat VAW, whereas others have been slow to address the problem. Using an original dataset of social movements and VAW policies in 70 countries over four decades, we show that feminist mobilization in civil society—not intra-legislative political phenomena such as leftist parties or women in government or economic factors like national wealth—accounts for variation in policy development. In addition, we demonstrate that autonomous movements produce an enduring impact on VAW policy through the institutionalization of feminist ideas in international norms. This study brings national and global civil society into large-n explanations of social policy, arguing that analysis of civil society in general—and of social movements in particular—is critical to understanding progressive social policy change.",,,
137,10.1017/S0003055412000299,Crime Victimization and Political Participation,"Crime victimization is an important cause of political participation. Analysis of survey data from five continents shows that individuals who report recent crime victimization participate in politics more than comparable nonvictims. Rather than becoming withdrawn or disempowered, crime victims tend to become more engaged in civic and political life. The effect of crime victimization is roughly equivalent to an additional five to ten years of education, meaning that crime victimization ranks among the most influential predictors of political participation. Prior research has shown that exposure to violence during some civil wars can result in increased political participation, but this article demonstrates that the effect of victimization extends to peacetime, to nonviolent as well as violent crimes, and across most of the world. At the same time, however, crime victimization is sometimes associated with dissatisfaction with democracy and support for authoritarianism, vigilantism, and harsh policing tactics, especially in Latin America.",,,
138,10.1017/S0003055412000251,"Collective Action, Clientelism, and Connectivity","Backed by studies finding only limited propensity for free-riding when communities have an interest in self-provision, the last few decades have seen a surge of interest in community-based development. A major caveat to the “second wave” of collective action studies, however, is that collective action often breaks down under hierarchical social relationships. This is unfortunate news for developing countries’ rural societies, which are often entrenched in patron-client networks. Using a natural experiment found in the construction of a motorway, the article finds that clientelist relationships do not, in and by themselves, block peasant collective action. Rather, it is the interaction between clientelism and isolation that empowers patrons to block community-based projects. Peasants in connected villages face no such constraints, but instead rely on their patrons’ assistance in collective projects, making the hierarchical network an additional resource.",,,
139,10.1017/S0003055412000317,Competing for Liberty: The Republican Critique of Democracy,"Freedom as non-domination has acquired a leading status in political science. As a consequence of its success, neo-roman republicanism also has achieved great prominence as the political tradition that delivered it. Yet despite the fact that liberty in the Roman mode was forged not only in direct confrontation with monarchy but against democracy as well, the relationship of republicanism to democracy is the great absentee in the contemporary debate on non-domination. This article brings that relationship back into view in both historical and conceptual terms. It illustrates the misrepresentations of democracy in the Roman tradition and shows how these undergirded the theory of liberty as non-domination as a counter to political equality as a claim to taking part in imperium. In so doing it brings to the fore the “liberty side” of democratic citizenship as the equal rights of all citizens to exercise their political rights, in direct or indirect form.",,,
140,10.1017/S000305541200024X,Rule Creation in a Political Hierarchy,"Principal-agent relations are replete in politics; politicians are agents of electorates, bureaucrats are agents of executives, lower courts are agents of upper courts, and much more. Commonly, principals are modeled as the rule-making body and agents as the rule-implementing body. However, principals often delegate the authority to make the rules themselves to their agents. The relationship between the lower federal courts and the Supreme Court is one such example; a considerable portion of the law (rules) is made in the lower federal courts with the Supreme Court serving primarily as the overseer of those lower courts’ decisions. In this article, we develop and test a principal-agent model of law (rule) creation in a judicial hierarchy. The model yields new insights about the relationship among various features of the judicial hierarchy that run against many existing perceptions. For example, we find a non-monotonic relationship between the divergence in upper and lower court preferences over rules and the likelihood of review and reversal by the Supreme Court. The empirical evidence supports these derived relationships. Wider implications for the principal-agent literature are also discussed.",,,
141,10.1017/S0003055412000263,Socratic Method and Political Science,"This article advances a novel theoretical account of what a “method” is and what makes one “rigorous,” and shows how it could advance contemporary debates in political theory and empirical methodology. Plato's Socrates invented the notion of method, and his characteristic practice of immanent refutation through questioning escapes key problems in more familiar views. Socratic method is (1) antifoundational, (2) non-algorithmic, and (3) indirect and relative to competing hypotheses, and it (4) develops its own standards of objectivity from the logic of asking questions. The article reconstructs Socrates’ method from the Platonic texts and shows how it provides reasonable criteria for judgment while remaining critical, sensitive to difference, and open to innovation. Socratic method avoids a forced choice between universalism and particularism in political theory, and it provides a common language for evaluating both quantitative and qualitative methods by drawing out a critical logic of empirical inquiry shared by both.",,,
142,10.1017/S0003055412000275,Benchmarking across Borders: Electoral Accountability and the Necessity of Comparison,"When the economy in a single country contracts, voters often punish the government. When many economies contract, voters turn against their governments much less frequently. This suggests that the international context matters for the domestic vote, yet most research on electoral accountability assumes that voters treat their national economies as autarkic. We decompose two key economic aggregates—growth in real gross domestic product and unemployment—into their international and domestic components and demonstrate that voters hold incumbents more electorally accountable for the domestic than for the international component of growth. Voters in a wide variety of democracies benchmark national economic growth against that abroad, punishing (rewarding) incumbents for national outcomes that underperform (outperform) an international comparison. Tests suggest that this effect arises not from highly informed voters making direct comparisons but from “pre-benchmarking” by the media when reporting on the economy. The effect of benchmarked growth exceeds that of aggregate national growth by up to a factor of two and outstrips the international component of growth by an even larger margin, implying that previous research may have underestimated the strength of the economy on the vote.",,,
143,10.1017/S0003055412000214,Notes from the Editors,"We have readily assumed that, within Muslim countries, fundamentalists will most oppose American influence and policies, but Lisa Blaydes and Drew A. Linzer find a striking and perhaps surprising regularity: Anti-Americanism is most pronounced in the least observant Islamic countries. Moreover, opposition to the United States does not seem to be related to any particular American policies or to American culture generally. Anti-Americanism arises instead, they argue in “Elite Competition, Religiosity, and Anti-Americanism in the Islamic World,” from elite strategy, in which fundamentalist political factions fan anti-American sentiments to compete with more secular groups. That competition is most intense, and hence the anti-American strategy most frequently employed, in Islamic countries in which divisions between secular and religious forces are most pronounced. Employing a mix of statistical and case study methods, Blaydes and Linzer find that, within countries, observant Muslims are likelier to express anti-American sentiments; between countries, competition between secular and religious forces, and not fundamentalism, inspires anti-U.S. sentiment.",,,
144,10.1017/S0003055412000135,"Elite Competition, Religiosity, and Anti-Americanism in the Islamic World","The battle for public opinion in the Islamic world is an ongoing priority for U.S. diplomacy. The current debate over why many Muslims hold anti-American views revolves around whether they dislike fundamental aspects of American culture and government, or what Americans do in international affairs. We argue, instead, that Muslim anti-Americanism is predominantly a domestic, elite-led phenomenon that intensifies when there is greater competition between Islamist and secular-nationalist political factions within a country. Although more observant Muslims tend to be more anti-American, paradoxically the most anti-American countries are those in which Muslim populations are less religious overall, and thus more divided on the religious–secular issue dimension. We provide case study evidence consistent with this explanation, as well as a multilevel statistical analysis of public opinion data from nearly 13,000 Muslim respondents in 21 countries.",,,
145,10.1017/S0003055412000093,The Missionary Roots of Liberal Democracy,"This article demonstrates historically and statistically that conversionary Protestants (CPs) heavily influenced the rise and spread of stable democracy around the world. It argues that CPs were a crucial catalyst initiating the development and spread of religious liberty, mass education, mass printing, newspapers, voluntary organizations, and colonial reforms, thereby creating the conditions that made stable democracy more likely. Statistically, the historic prevalence of Protestant missionaries explains about half the variation in democracy in Africa, Asia, Latin America and Oceania and removes the impact of most variables that dominate current statistical research about democracy. The association between Protestant missions and democracy is consistent in different continents and subsamples, and it is robust to more than 50 controls and to instrumental variable analyses.",,,
146,10.1017/S0003055412000184,Between Polis and Empire: Aristotle's Politics,"Aristotle lived during a period of unprecedented imperial expansionism initiated by the kings of Macedon, but most contemporary political theorists confine his political theorizing to the classical Greek city-state. For many, Aristotle's thought exhibits a parochial Hellenocentric “binary logic” that privileges Greeks over non-Greeks and betrays a xenophobic suspicion of aliens and foreigners. In response to these standard “polis-centric” views, I conjure a different perceptual field—“between polis and empire”—within which to interpret Aristotle's Politics. Both theorist and text appear deeply attentive to making present immediate things “coming to be and passing away” in the Hellenic world. Moreover, “between polis and empire,” we can see the Politics actually disturbing various hegemonic Greek binary oppositions (Greek/barbarian; citizen/alien; center/periphery), not reinforcing them. Understanding the Politics within the context of the transience of the polis invites a new way of reading Aristotle while at the same time providing new possibilities for theorizing problems of postnational citizenship, transnational politics, and empire.",,,
147,10.1017/S0003055412000172,"Does the Leader's Ethnicity Matter? Ethnic Favoritism, Education, and Health in Sub-Saharan Africa","In this article we reassess the role of ethnic favoritism in sub-Saharan Africa. Using data from 18 African countries, we study how the primary education and infant mortality of ethnic groups were affected by changes in the ethnicity of the countries’ leaders during the last 50 years. Our results indicate that the effects of ethnic favoritism are large and widespread, thus providing support for ethnicity-based explanations of Africa's underdevelopment. We also conduct a cross-country analysis of ethnic favoritism in Africa. We find that ethnic favoritism is less prevalent in countries with one dominant religion. In addition, our evidence suggests that stronger fiscal capacity may have enabled African leaders to provide more ethnic favors in education but not in infant mortality. Finally, political factors, linguistic differences, and patterns of ethnic segregation are found to be poor predictors of ethnic favoritism.",,,
148,10.1017/S0003055412000111,Strongmen and Straw Men: Authoritarian Regimes and the Initiation of International Conflict,"How do domestic institutions affect autocratic leaders’ decisions to initiate military conflicts? Contrary to the conventional wisdom, I argue that institutions in some kinds of dictatorships allow regime insiders to hold leaders accountable for their foreign policy decisions. However, the preferences and perceptions of these autocratic domestic audiences vary, with domestic audiences in civilian regimes being more skeptical of using military force than the military officers who form the core constituency in military juntas. In personalist regimes in which there is no effective domestic audience, no predictable mechanism exists for restraining or removing overly belligerent leaders, and leaders tend to be selected for personal characteristics that make them more likely to use military force. I combine these arguments to generate a series of hypotheses about the conflict behavior of autocracies and test the hypotheses using new measures of authoritarian regime type. The findings indicate that, despite the conventional focus on differences between democracies and nondemocracies, substantial variation in conflict initiation occurs among authoritarian regimes. Moreover, civilian regimes with powerful elite audiences are no more belligerent overall than democracies. The result is a deeper understanding of the conflict behavior of autocracies, with important implications for scholars as well as policy makers.",,,
149,10.1017/S0003055412000159,The Influence of Federal Spending on Presidential Elections,"Do voters reward presidents for increased federal spending in their local constituencies? Previous research on the electoral consequences of federal spending has focused almost exclusively on Congress, mostly with null results. However, in a county- and individual-level study of presidential elections from 1988 to 2008, we present evidence that voters reward incumbent presidents (or their party's nominee) for increased federal spending in their communities. This relationship is stronger in battleground states. Furthermore, we show that federal grants are an electoral currency whose value depends on both the clarity of partisan responsibility for its provision and the characteristics of the recipients. Presidents enjoy increased support from spending in counties represented by co-partisan members of Congress. At the individual level, we also find that ideology conditions the response of constituents to spending; liberal and moderate voters reward presidents for federal spending at higher levels than conservatives. Our results suggest that, although voters may claim to favor deficit reduction, presidents who deliver such benefits are rewarded at the ballot box.",,,
150,10.1017/S0003055412000081,"Legislatures, Bureaucracies, and Distributive Spending","This article develops a theory of bureaucratic influence on distributive politics. Although there exists a rich literature on the effects of institutions such as presidents, electoral systems, and bicameralism on government spending, the role of professional bureaucrats has yet to receive formal scrutiny. In the model, legislators bargain over the allocation of distributive benefits across districts. The legislature may either “politicize” a program by bargaining directly over pork and bypassing bureaucratic scrutiny, or “professionalize” it by letting a bureaucrat approve or reject project funding in each district according to an underlying quality standard. The model predicts that the legislature will professionalize when the expected program quality is high. However, politicization becomes more likely as the number of high-quality projects increases and under divided government. Further, more competent bureaucrats can encourage politicization if the expected program quality is low. Finally, politicized programs are larger than professionalized programs.",,,
151,10.1017/S0003055412000147,"Insecure Alliances: Risk, Inequality, and Support for the Welfare State","Popular support for the welfare state varies greatly across nations and policy domains. We argue that these variations—vital to understanding the politics of the welfare state—reflect in part the degree to which economic disadvantage (low income) and economic insecurity (high risk) are correlated. When the disadvantaged and insecure are mostly one and the same, the base of popular support for the welfare state is narrow. When the disadvantaged and insecure represent two distinct groups, popular support is broader and opinion less polarized. We test these predictions both across nations within a single policy area (unemployment insurance) and across policy domains within a single polity (the United States, using a new survey). Results are consistent with our predictions and are robust to myriad controls and specifications. When disadvantage and insecurity are more correlated, the welfare state is more contested.",,,
152,10.1017/S0003055412000160,Legislative Bargaining and the Dynamics of Public Investment,"We present a legislative bargaining model of the provision of a durable public good over an infinite horizon. In each period, there is a societal endowment that can either be invested in the public good or consumed. We characterize the optimal public policy, defined by the time path of investment and consumption. In a legislature representatives of each of n districts bargain over the current period's endowment for investment in the public good and transfers to each district. We analyze the Markov perfect equilibrium under different voting q-rules where q is the number of yes votes required for passage. We show that the efficiency of the public policy is increasing in q because higher q leads to higher investment in the public good and less pork. We examine the theoretical equilibrium predictions by conducting a laboratory experiment with five-person committees that compares three alternative voting rules: unanimity (q = 5), majority (q = 3), and dictatorship (q = 1).",,,
153,10.1017/S0003055412000123,A Source of Bias in Public Opinion Stability,"A long acknowledged but seldom addressed problem with political communication experiments concerns the use of captive participants. Study participants rarely have the opportunity to choose information themselves, instead receiving whatever information the experimenter provides. We relax this assumption in the context of an over-time framing experiment focused on opinions about health care policy. Our results dramatically deviate from extant understandings of over-time communication effects. Allowing individuals to choose information themselves—a common situation on many political issues—leads to the preeminence of early frames and the rejection of later frames. Instead of opinion decay, we find dogmatic adherence to opinions formed in response to the first frame to which participants were exposed (i.e., staunch opinion stability). The effects match those that occur when early frames are repeated multiple times. The results suggest that opinion stability may often reflect biased information seeking. Moreover, the findings have implications for a range of topics including the micro–macro disconnect in studies of public opinion, political polarization, normative evaluations of public opinion, the role of inequality considerations in the debate about health care, and, perhaps most importantly, the design of experimental studies of public opinion.",,,
154,10.1017/S000305541200010X,Another Realism: The Politics of Gandhian Nonviolence,"Although Gandhi is often taken to be an exemplary moral idealist in politics, this article seeks to demonstrate that Gandhian nonviolence is premised on a form of political realism, specifically a contextual, consequentialist, and moral-psychological analysis of a political world understood to be marked by inherent tendencies toward conflict, domination, and violence. By treating nonviolence as the essential analog and correlative response to a realist theory of politics, one can better register the novelty of satyagraha (nonviolent action) as a practical orientation in politics as opposed to a moral proposition, ethical stance, or standard of judgment. The singularity of satyagraha lays in its self-limiting character as a form of political action that seeks to constrain the negative consequences of politics while working toward progressive social and political reform. Gandhian nonviolence thereby points toward a transformational realism that need not begin and end in conservatism, moral equivocation, or pure instrumentalism.",,,
155,10.1017/S0003055412000032,Editorial Statement,"APSA is pleased to announce the next editorial team for the American Political Science Review. The new team, to be located at the University of North Texas, will begin their term on July 1, 2012. Their Editorial Statement follows.",,,
156,10.1017/S0003055412000044,Notes from the Editors,"We welcome the Editorial Statement from the incoming University of North Texas (UNT) team and express our gratitude for their kind words about our tenure and policies. We are coordinating regularly with them to insure a smooth handoff, and we want to explain to our readers (and potential contributors) how—following the precedent of Lee Sigelman's handoff to us—the transition will work.",,,
157,10.1017/S0003055411000554,Candidate Genes and Political Behavior,"Political scientists are making increasing use of the methodologies of behavior genetics in an attempt to uncover whether or not political behavior is heritable, as well as the specific genotypes that might act as predisposing factors for—or predictors of—political “phenotypes.” Noteworthy among the latter are a series of candidate gene association studies in which researchers claim to have discovered one or two common genetic variants that predict such behaviors as voting and political orientation. We critically examine the candidate gene association study methodology by considering, as a representative example, the recent study by Fowler and Dawes according to which “two genes predict voter turnout.” In addition to demonstrating, on the basis of the data set employed by Fowler and Dawes, that two genes do not predict voter turnout, we consider a number of difficulties, both methodological and genetic, that beset the use of gene association studies, both candidate and genome-wide, in the social and behavioral sciences.",,,
158,10.1017/S0003055411000542,When Natural Experiments Are Neither Natural nor Experiments,"Natural experiments help to overcome some of the obstacles researchers face when making causal inferences in the social sciences. However, even when natural interventions are randomly assigned, some of the treatment–control comparisons made available by natural experiments may not be valid. We offer a framework for clarifying the issues involved, which are subtle and often overlooked. We illustrate our framework by examining four different natural experiments used in the literature. In each case, random assignment of the intervention is not sufficient to provide an unbiased estimate of the causal effect. Additional assumptions are required that are problematic. For some examples, we propose alternative research designs that avoid these conceptual difficulties.",,,
159,10.1017/S0003055411000505,The Economic Origins of Democracy Reconsidered,"The effects of inequality and financial globalization on democratization are central issues in political science. The relationships among economic inequality, capital mobility, and democracy differ in the late twentieth century for financially integrated autocracies vs. closed autocracies. Financial integration enables native elites to create diversified international asset portfolios. Asset diversification decreases both elite stakes in and collective action capacity for opposing democracy. Financial integration also changes the character of capital assets—including land—by altering the uses of capital assets and the nationality of owners. It follows that financially integrated autocracies, especially those with high levels of inequality, are more likely to democratize than unequal financially closed autocracies. We test our argument for a panel of countries in the post–World War II period. We find a quadratic hump relationship between inequality and democracy for financially closed autocracies, but an upward sloping relationship between inequality and democratization for financially integrated autocracies.",,,
160,10.1017/S0003055411000517,"Democracy, War, and Wealth: Lessons from Two Centuries of Inheritance Taxation","In this article we use an original data set to provide the first empirical analysis of the political economy of inherited wealth taxation that covers a significant number of countries and a long time frame (1816–2000). Our goal is to understand why, if inheritance taxes are often very old taxes, the implementation of inheritance tax rates significant enough to affect wealth inequality is a much more recent phenomenon. We hypothesize alternatively that significant taxation of inherited wealth depended on (1) the extension of the suffrage and (2) political conditions created by mass mobilization for war. Using a difference-in-differences framework for identification, we find little evidence for the suffrage hypothesis but very strong evidence for the mass mobilization hypothesis. Our study has implications for understanding the evolution of wealth inequality and the political conditions under which countries are likely to implement policies that significantly redistribute wealth and income.",,,
161,10.1017/S0003055411000529,Electoral Business Cycles in OECD Countries,"Studies of Organisation for Economic Co-operation and Development (OECD) countries have generally failed to detect real economic expansions in preelection periods, casting doubt on the existence of opportunistic political business cycles. We develop a theory that predicts that a substantial portion of the economy experiences a real decline in the preelection period if the election is associated with sufficient policy uncertainty. In particular, policy uncertainty induces private actors to postpone investments with high costs of reversal. The resulting declines, which are called reverse electoral business cycles, require sufficient levels of polarization between major parties and electoral competitiveness. To test these predictions, we examine quarterly data on private fixed investment in ten OECD countries between 1975 and 2006. The results show that reverse electoral business cycles exist and as expected, depend on electoral competitiveness and partisan polarization. Moreover, simply by removing private fixed investment from gross domestic product, we uncover evidence of opportunistic cycles.",,,
162,10.1017/S000305541100058X,Dynamic Government Performance: Honeymoons and Crises of Confidence,"We use a formal theoretical framework to explore the interplay between a government's longevity and its performance. Ministers perform well when their careers are valuable; this is so when the government's duration is expected to be long; the government's survival depends on its popularity; and, finally, that popularity depends on its ministers’ performance. The feedback loop between performance and longevity means that multiple rational-expectations equilibria can arise: Ministers work hard for a popular government, but divert efforts elsewhere if they believe the government is doomed; these alternatives are both self-fulfilling prophecies. However, the presence of (perhaps small) random events that buffet the performance and popularity of a government is sufficient to pin down a unique equilibrium. We explore the dynamics that arise: A crisis of confidence involving the rapid collapse of a government's performance is sparked when a sequence of negative shocks push the popularity of the government below a unique critical threshold.",,,
163,10.1017/S0003055411000475,"The Perils of Unearned Foreign Income: Aid, Remittances, and Government Survival","Given their political incentives, governments in more autocratic polities can strategically channel unearned government and household income in the form of foreign aid and remittances to finance patronage, which extends their tenure in political office. I substantiate this claim with duration models of government turnover for a sample of 97 countries between 1975 and 2004. Unearned foreign income received in more autocratic countries reduces the likelihood of government turnover, regime collapse, and outbreaks of major political discontent. To allay potential concerns with endogeneity, I harness a natural experiment of oil price–driven aid and remittance flows to poor, non–oil producing Muslim autocracies. The instrumental variables results confirm the baseline finding that authoritarian governments can harness unearned foreign income to prolong their rule. Finally, I provide evidence of the underlying causal mechanisms that governments in autocracies use aid and remittances inflows to reduce their expenditures on welfare goods to fund patronage.",,,
164,10.1017/S0003055411000566,Getting Ahead in the Communist Party: Explaining the Advancement of Central Committee Members in China,"Spectacular economic growth in China suggests the ruling Chinese Communist Party (CCP) has somehow gotten it right. A key hypothesis in both economics and political science is that the CCP's cadre evaluation system, combined with China's geography-based governing logic, has motivated local administrators to compete with one another to generate high growth. We raise a number of theoretical and empirical challenges to this claim. Using a new biographical database of Central Committee members, a previously overlooked feature of CCP reporting, and a novel Bayesian method that can estimate individual-level correlates of partially observed ranks, we find no evidence that strong growth performance was rewarded with higher party ranks at any of the postreform party congresses. Instead, factional ties with various top leaders, educational qualifications, and provincial revenue collection played substantial roles in elite ranking, suggesting that promotion systems served the immediate needs of the regime and its leaders, rather than encompassing goals such as economic growth.",,,
165,10.1017/S0003055411000578,"The People, Rhetoric, and Affect: On the Political Force of Du Bois's The Souls of Black Folk","In recent decades, the concept of “the people” has received sustained theoretical attention. Unfortunately, political theorists have said very little about its explicit or implicit use in thinking about the expansion of the American polity along racial lines. The purpose of this article in taking up this issue is twofold: first, to provide a substantive account of the meaning of “the people”—what I call its descriptive and aspirational dimensions—and second, to use that description as a framework for understanding the rhetorical character of W.E.B. Du Bois's classic work, The Souls of Black Folk, and its relationship to what one might call the cognitive–affective dimension of judgment. In doing so, I argue that as a work of political theory, Souls draws a connection between rhetoric, on the one hand, and emotional states such as sympathy and shame, on the other, to enlarge America's political and ethical imagination regarding the status of African-Americans.",,,
166,10.1017/S0003055412000019,"The European Court of Justice, State Noncompliance, and the Politics of Override","In an article previously published by the APSR, Carrubba, Gabel, and Hankla claim that the decision making of the European Court of Justice (ECJ) has been constrained—systematically—by the threat of override on the part of member state governments, acting collectively, and by the threat of noncompliance on the part of any single state. They also purport to have found strong evidence in favor of intergovernmentalist, but not neofunctionalist, integration theory. On the basis of analysis of the same data, we demonstrate that the threat of override is not credible and that the legal system is activated, rather than paralyzed, by noncompliance. Moreover, when member state governments did move to nullify the effects of controversial ECJ rulings, they failed to constrain the court, which continued down paths cleared by the prior rulings. Finally, in a head-to-head showdown between intergovernmentalism and neofunctionalism, the latter wins in a landslide.",,,
167,10.1017/S0003055412000020,Understanding the Role of the European Court of Justice in European Integration,"In 2008 we published an article finding evidence for political constraints on European Court of Justice (ECJ) decision making. Stone Sweet and Brunell (this issue) argue that our theoretical foundations are fundamentally flawed and that our empirical evidence supports neofunctionalism over intergovernmentalism “in a landslide.” We respectfully disagree with Stone Sweet and Brunell regarding both their conclusions about our theoretical arguments and what the empirical evidence demonstrates. We use this response to clarify our argument and to draw a clearer contrast between our and their perspective on the role the ECJ plays in European integration. Finally, we reevaluate their neofunctionalist hypotheses. Ultimately, we do not find support in the data for Stone Sweet and Brunell's empirical claims.",,,
168,10.1017/S000305541100044X,Notes from the Editors,"We mentioned in the previous issue the approaching end of our term as editors, and the American Political Science Association (APSA) Council—acting on recommendations of a search committee (chair: Joan Tronto) and President Carole Pateman—has now chosen our successors: another editorial team, based at the University of North Texas, and consisting of Professors Val Martinez-Ebers, John Ishiyama, Marijke Breuning, and Steve Forde. We look forward to passing the baton to this next group and will work, as Professor Lee Sigelman did with our group, to make the transition as seamless as possible. We expect them, following past practice, to offer a statement of editorial policy in the May 2012 issue of this journal.",,,
169,10.1017/S0003055411000426,Searching for Good Policies,"Policymaking is hard. Policymakers typically have imperfect information about which policies produce which outcomes, and they are left with little choice but to fumble their way through the policy space via a trial-and-error process. This raises a question at the heart of democracy: Do democratic systems identify good policies? To answer this question I introduce a novel model of policymaking in complex environments. I show that good policies are often but not always found and I identify the possibility of policymaking getting stuck at outcomes that are arbitrarily bad. Notably, policy stickiness occurs in the model even in the absence of institutional constraints. This raises the question of how institutions and the political environment impact experimentation and learning. I show how a simple political friction—uncertainty over voter preferences—interacts with political competition and policy uncertainty in a subtle way that, surprisingly, improves the quality of policymaking over time.",,,
170,10.1017/S0003055411000347,Expertise and Scale of Conflict: Governments as Advocates in American Indian Politics,"How do American Indian tribal governments relate to nearby local governments? Do insights gleaned from these cases illuminate the constraints and opportunities that marginalized groups face within any system of federalism? What circumstances of marginalized governments help or hinder their effectiveness? Although some Native American tribes have transformed their fortunes with highly profitable casinos, most continue to face stark disadvantages. Some tribal governments, despite limited opportunities prevail locally by cultivating policy and political expertise. This analysis demonstrates that such expertise can be developed, even when resources are scarce.",,,
171,10.1017/S0003055411000323,Voting with Your Feet: Exit-based Empowerment in Democratic Theory,"Democracy is about including those who are potentially affected by collective decisions in making those decisions. For this reason, contemporary democratic theory primarily assumes membership combined with effective voice. An alternative to voice is exit: Dissatisfied members may choose to leave a group rather than voice their displeasure. Rights and capacities for exit can function as low-cost, effective empowerments, particularly for those without voice. But because contemporary democratic theory often dismisses exit as appropriate only for economic markets, the democratic potentials of exit have rarely been theorized. Exit-based empowerments should be as central to the design and integrity of democracy as distributions of votes and voice, long considered its key structural features. When they are integrated into other democratic devices, exit-based empowerments should generate and widely distribute usable powers for those who need them most, evoke responsiveness from elites, induce voice, discipline monopoly, and underwrite vibrant and pluralistic societies.",,,
