,JEL,abstract,author,doi,journal,pdf_url,publication_date,title,url,year,index
1815,B12 B22 E40 E52,,"Sargent, Thomas J.",10.1257/aer.98.1.5,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.98.1.5,2008/03,Evolution and Intelligent Design,https://www.aeaweb.org/articles?id=10.1257/aer.98.1.5,2008.0,791
1816,,,"Rothstein, Jesse",10.1257/aer.97.5.2026,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.97.5.2026,2007/12,Does Competition Among Public Schools Benefit Students and Taxpayers? Comment,https://www.aeaweb.org/articles?id=10.1257/aer.97.5.2026,2007.0,792
1817,,,"Rose, Andrew K.",10.1257/aer.97.5.2019,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.97.5.2019,2007/12,Do We Really Know That the WTO Increases Trade? Reply,https://www.aeaweb.org/articles?id=10.1257/aer.97.5.2019,2007.0,793
1818,,,"Tomz, Michael Goldstein, Judith L. Rivers, Douglas",10.1257/aer.97.5.2005,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.97.5.2005,2007/12,Do We Really Know That the WTO Increases Trade? Comment,https://www.aeaweb.org/articles?id=10.1257/aer.97.5.2005,2007.0,794
1819,," It is well known that when agents are fully rational, compulsory public insurance may
make all agents better off in the Rothschild and Stiglitz (1976) model of insurance markets.
We find that when sufficiently many agents underestimate their personal risks, compulsory
insurance makes low-risk agents worse off. Hence, behavioral biases may weaken some of the
well-established rationales for government intervention based on asymmetric information. (JEL D82, G22)","Sandroni, Alvaro Squintani, Francesco",10.1257/aer.97.5.1994,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.97.5.1994,2007/12,"Overconfidence, Insurance, and Paternalism",https://www.aeaweb.org/articles?id=10.1257/aer.97.5.1994,2007.0,795
1820,," This paper studies the relationship between civil war and the value of firms in a poor, resource-abundant
country using microeconomic data for Angola. We focus on diamond mining firms and conduct an event
study on the sudden end of the conflict, marked by the death of the rebel movement leader in 2002. We find
that the stock market perceived this event as ""bad news"" rather than ""good news"" for companies holding
concessions in Angola, as their abnormal returns declined by 4 percentage points. The event had no effect
on a control portfolio of otherwise similar diamond mining companies. This finding is corroborated by
other events and by the adoption of alternative methodologies. We interpret our findings in light of
conflict-generated entry barriers, government bargaining power, and transparency in the licensing process. (JEL D74, G32, O13, O17, Q34)","Guidolin, Massimo La Ferrara, Eliana",10.1257/aer.97.5.1978,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.97.5.1978,2007/12,"Diamonds Are Forever, Wars Are Not: Is Conflict Bad for Private Firms?",https://www.aeaweb.org/articles?id=10.1257/aer.97.5.1978,2007.0,796
1821,," We study alternate approaches to implement congestion pricing at US airports. Conventional formulations toll all aircraft without determining whether a plane operated by a given airline delays other planes that it operates or planes operated by other airlines. Recent work points out optimal pricing calls for carriers to be charged only for the delay they impose on other airlines. We find a small difference between the net benefits generated by the two congestion-pricing policies because the bulk of airport delays are not internalized and because the efficiency loss from pricing internalized congestion is small. (JEL L11, L93, R41)","Morrison, Steven A. Winston, Clifford",10.1257/aer.97.5.1970,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.97.5.1970,2007/12,Another Look at Airport Congestion Pricing,https://www.aeaweb.org/articles?id=10.1257/aer.97.5.1970,2007.0,797
1822,," Following the recently dismissed antitrust lawsuit against the National Residency
Matching Program (NRMP), Jeremy Bulow and Jonathan Levin (2006) propose a simple
matching model in which firms set impersonal salaries simultaneously before matching
with workers, which leads to lower aggregate wages than any competitive outcome. I
model a feature of the NRMP, ordered contracts, that allows firms to set several contracts
while determining the order in which they try to fill them, which has different properties
than standard models with multiple contracts. Furthermore, the low wages of Bulow and
Levin are no longer an equilibrium, but competitive wages are. (JEL D86, J31, J41)","Niederle, Muriel",10.1257/aer.97.5.1957,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.97.5.1957,2007/12,Competitive Wages in a Match with Ordered Contracts,https://www.aeaweb.org/articles?id=10.1257/aer.97.5.1957,2007.0,798
1823,," We demonstrate that aggregate employment and consumption can increase without a corresponding movement in productivity in a model with heterogeneous agents where the only aggregate disturbance is a productivity shock. The interaction between incomplete capital markets and indivisible labor results in a low employment-productivity correlation and creates a time-varying wedge between the marginal rate of substitution (for commodity consumption and hours) and productivity. Our results caution against viewing the measured wedge as an inefficiency due to a failure of labor-market clearing or as a fundamental driving force behind business cycles. (JEL D31, E32, J22, J24, J31)","Chang, Yongsung Kim, Sun-Bin",10.1257/aer.97.5.1939,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.97.5.1939,2007/12,Heterogeneity and Aggregation: Implications for Labor-Market Fluctuations,https://www.aeaweb.org/articles?id=10.1257/aer.97.5.1939,2007.0,799
1824,," By using graphical representations of simple portfolio choice problems, we generate
a very rich dataset to study behavior under uncertainty at the level of the individual
subject. We test the data for consistency with the maximization hypothesis,
and we estimate preferences using a two-parameter utility function based on Faruk
Gul (1991). This specification provides a good interpretation of the data at the individual
level and can account for the highly heterogeneous behaviors observed in
the laboratory. The parameter estimates jointly describe attitudes toward risk and
allow us to characterize the distribution of risk preferences in the population. (JEL
D11, D14, D81, G11)","Choi, Syngjoo Fisman, Raymond Gale, Douglas Kariv, Shachar",10.1257/aer.97.5.1921,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.97.5.1921,2007/12,Consistency and Heterogeneity of Individual Behavior under Uncertainty,https://www.aeaweb.org/articles?id=10.1257/aer.97.5.1921,2007.0,800
1825,," We elicit traders' predictions of future price trajectories in repeated experimental
markets for a 15-period-lived asset. We find that individuals' beliefs about prices are
adaptive, and primarily based on past trends in the current and previous markets in
which they have participated. Most traders do not anticipate market downturns the
first time they participate in a market, and, when experienced, they typically overestimate
the time remaining before market peaks and downturns occur. When prices
deviate from fundamental values, belief data are informative to an observer in predicting
the direction of future price movements and the timing of market peaks. (JEL
C91, D12, D84, G11 )","Haruvy, Ernan Lahav, Yaron Noussair, Charles N.",10.1257/aer.97.5.1901,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.97.5.1901,2007/12,Traders' Expectations in Asset Markets: Experimental Evidence,https://www.aeaweb.org/articles?id=10.1257/aer.97.5.1901,2007.0,801
1826,," The paper explores strategies that the sponsor of a proposal may employ to convince
a qualified majority of members in a group to approve the proposal. Adopting
a mechanism design approach to communication, it emphasizes the need to distill
information selectively to key group members and to engineer persuasion cascades
in which members who are brought on board sway the opinion of others. The
paper shows that higher congruence among group members benefits the sponsor.
The extent of congruence between the group and the sponsor, and the size and the
governance of the group, are also shown to condition the sponsor's ability to get his
project approved. (JEL D71, D72, D83)","Caillaud, Bernard Tirole, Jean",10.1257/aer.97.5.1877,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.97.5.1877,2007/12,Consensus Building: How to Persuade a Group,https://www.aeaweb.org/articles?id=10.1257/aer.97.5.1877,2007.0,802
1827,," We utilize graphical representations of Dictator Games which generate rich individual-
level data. Our baseline experiment employs budget sets over feasible
payoff-
pairs. We test these data for consistency with utility maximization, and we
recover the underlying preferences for giving (trade-offs between own payoffs and
the payoffs of others). Two further experiments augment the analysis. An extensive
elaboration employs three-person budget sets to distinguish preferences for giving
from social preferences (trade-offs between the payoffs of others). And an intensive
elaboration employs step-shaped sets to distinguish between behaviors that
are compatible with well-behaved preferences and those compatible only with not
well-behaved cases. (JEL C72, D64)","Fisman, Raymond Kariv, Shachar Markovits, Daniel",10.1257/aer.97.5.1858,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.97.5.1858,2007/12,Individual Preferences for Giving,https://www.aeaweb.org/articles?id=10.1257/aer.97.5.1858,2007.0,803
1828,," This paper offers a simple approach to the theory of decentralizing inventory and
pricing decisions along a supply chain. We consider an upstream manufacturer
selling to two outlets, which compete as differentiated duopolists and face uncertain
demand. Demand spillovers between the outlets arise in the event of stockouts. The
price mechanism, in which each outlet pays a two-part price and chooses price and
inventory, virtually never coordinates incentives efficiently. Contracts that can elicit
first-best decisions include resale price floors or buy-back policies (retailer-held
options to sell inventory back to the manufacturers). (JEL D21, L13, L14, M11)","Krishnan, Harish Winter, Ralph A.",10.1257/aer.97.5.1840,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.97.5.1840,2007/12,Vertical Control of Price and Inventory,https://www.aeaweb.org/articles?id=10.1257/aer.97.5.1840,2007.0,804
1829,," A sequentially rationalizable choice function is a choice function that can be
retrieved by applying sequentially to each choice problem the same fixed set of
asymmetric binary relations (rationales) to remove inferior alternatives. These concepts
translate into economic language some human choice heuristics studied in
psychology and explain cyclical patterns of choice observed in experiments. We
study some properties of sequential rationalizability and provide a full characterization
of choice functions rationalizable by two and three rationales. (JEL D01).","Manzini, Paola Mariotti, Marco",10.1257/aer.97.5.1824,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.97.5.1824,2007/12,Sequentially Rationalizable Choice,https://www.aeaweb.org/articles?id=10.1257/aer.97.5.1824,2007.0,805
1830,D43 L12 L13," We show that it is impossible to achieve collusion in a duopoly when (a) goods are
homogenous and firms compete in quantities; (b) new, noisy information arrives
continuously, without sudden events; and (c) firms are able to respond to new
information quickly. The result holds even if we allow for asymmetric equilibria
or monetary transfers. The intuition is that the flexibility to respond quickly to new
information unravels any collusive scheme. Our result applies to both a simple stationary
model and a more complicated one, with prices following a mean-reverting
Markov process, as well as to models of dynamic cooperation in many other settings.
(JEL D43, L12, L13)","Sannikov, Yuliy Skrzypacz, Andrzej",10.1257/aer.97.5.1794,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.97.5.1794,2007/12,Impossibility of Collusion under Imperfect Monitoring with Flexible Production,https://www.aeaweb.org/articles?id=10.1257/aer.97.5.1794,2007.0,806
1831,D64 L31," We conducted a natural field experiment to further our understanding of the economics
of charity. Using direct mail solicitations to over 50,000 prior donors of a
nonprofit organization, we tested the effectiveness of a matching grant on charitable
giving. We find that the match offer increases both the revenue per solicitation and
the response rate. Larger match ratios (i.e., $3:$1 and $2:$1) relative to a smaller
match ratio ($1:$1) had no additional impact, however. The results provide avenues
for future empirical and theoretical work on charitable giving, cost-benefit analysis,
and the private provision of public goods. (JEL D64, L31)","Karlan, Dean List, John A.",10.1257/aer.97.5.1774,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.97.5.1774,2007/12,Does Price Matter in Charitable Giving? Evidence from a Large-Scale Natural Field Experiment,https://www.aeaweb.org/articles?id=10.1257/aer.97.5.1774,2007.0,807
1832,C72 C73 C78 J41," Reputation effects and other-regarding preferences have both been used to predict
cooperative outcomes in markets with inefficient equilibria. Existing reputation-building
models require either infinite time horizons or publicly observed identities,
but cooperative outcomes have been observed in several moral hazard experiments
with finite horizons and anonymous interactions. This paper introduces a
full reputation equilibrium (FRE) with stereotyping (perceived type correlation) in
which cooperation is predicted in early periods of a finitely repeated market with
anonymous interactions. New experiments generate results in line with the FRE
prediction, including final-period reversions to stage-game equilibrium and noncooperative
play under unfavorable payoff parameters. (JEL C72, C73, C78, J41)","Healy, Paul J.",10.1257/aer.97.5.1751,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.97.5.1751,2007/12,"Group Reputations, Stereotypes, and Cooperation in a Repeated Labor Market",https://www.aeaweb.org/articles?id=10.1257/aer.97.5.1751,2007.0,808
1833,C72 C92," ""Hide-and-seek"" games are zero-sum two-person games in which one player wins
by matching the other's decision and the other wins by mismatching. Although such
games are often played on cultural or geographic ""landscapes"" that frame decisions
nonneutrally, equilibrium ignores such framing. This paper reconsiders the
results of experiments by Rubinstein, Tversky, and others whose designs model
nonneutral landscapes, in which subjects deviate systematically from equilibrium
in response to them. Comparing alternative explanations theoretically and econometrically
suggests that the deviations are well explained by a structural nonequilibrium
model of initial responses based on ""level-k"" thinking, suitably adapted to
nonneutral landscapes. (JEL C72, C92)","Crawford, Vincent P. Iriberri, Nagore",10.1257/aer.97.5.1731,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.97.5.1731,2007/12,"Fatal Attraction: Salience, Naïveté, and Sophistication in Experimental ""Hide-and-Seek"" Games",https://www.aeaweb.org/articles?id=10.1257/aer.97.5.1731,2007.0,809
1834,K21 L13 L14 L40 O30," We study the effects of antitrust policy in industries with continual innovation.
Antitrust policies that restrict incumbent behavior toward new entrants may have
conflicting effects on innovation incentives, raising the profits of new entrants, but
lowering those of continuing incumbents. We show that the direction of the net effect
can be determined by analyzing shifts in innovation benefit and supply, holding the
innovation rate fixed. We apply this framework to analyze several specific antitrust
policies. We also show that, in some cases, the tension does not arise, and policies
that protect entrants necessarily raise the rate of innovation. (JEL K21, L13, L14,
L40, O30)","Segal, Ilya Whinston, Michael D.",10.1257/aer.97.5.1703,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.97.5.1703,2007/12,Antitrust in Innovative Industries,https://www.aeaweb.org/articles?id=10.1257/aer.97.5.1703,2007.0,810
1835,E21 G12 G32 J11 L11 L25," How do investors respond to predictable shifts in profitability? We consider how
demographic shifts affect profits and returns across industries. Cohort size fluctuations
produce forecastable demand changes for age-sensitive sectors, such as
toys, bicycles, beer, life insurance, and nursing homes. These demand changes are
predictable once a specific cohort is born. We use lagged consumption and demographic
data to forecast future consumption demand growth induced by changes
in age structure. We find that demand forecasts predict profitability by industry.
Moreover, forecast demand changes five to ten years in the future predict annual
industry stock returns. One additional percentage point of annualized demand
growth due to demographics predicts a 5 to 10 percentage point increase in annual
abnormal industry stock returns. However, forecasted demand changes over shorter
horizons do not predict stock returns. A trading strategy exploiting demographic
information earns an annualized risk-adjusted return of approximately 6 percent.
We present a model of inattention to information about the distant future that is
consistent with the findings. We also discuss alternative explanations, including
omitted risk-based factors. (JEL E21, G12, G32, J11, L11, L25)","DellaVigna, Stefano Pollet, Joshua M.",10.1257/aer.97.5.1667,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.97.5.1667,2007/12,Demographics and Industry Returns,https://www.aeaweb.org/articles?id=10.1257/aer.97.5.1667,2007.0,811
1836,L11 L16 L25," This paper presents a theory of establishment size dynamics based on the accumulation
of industry-specific human capital that simultaneously rationalizes the economy-
wide facts on establishment growth rates, exit rates, and size distributions. The
theory predicts that establishment growth and net exit rates should decline faster
with size, and that the establishment size distribution should have thinner tails, in
sectors that use specific human capital less intensively. We establish that there is
substantial cross-sector heterogeneity in US establishment size dynamics and distributions,
which is well explained by relative factor intensities. (JEL L11 , L16, L25).","Rossi-Hansberg, Esteban Wright, Mark L. J.",10.1257/aer.97.5.1639,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.97.5.1639,2007/12,Establishment Size Dynamics in the Aggregate Economy,https://www.aeaweb.org/articles?id=10.1257/aer.97.5.1639,2007.0,812
1837,F12 F13 L16 O14 O19 O24," This paper estimates the productivity gains from reducing tariffs on final goods and
from reducing tariffs on intermediate inputs. Lower output tariffs can increase productivity
by inducing tougher import competition, whereas cheaper imported inputs
can raise productivity via learning, variety, and quality effects. We use Indonesian
manufacturing census data from 1991 to 2001, which include plant-level information
on imported inputs. The results show that a 10 percentage point fall in input tariffs
leads to a productivity gain of 12 percent for firms that import their inputs, at least
twice as high as any gains from reducing output tariffs. (JEL F12, F13, L16, O14,
O19, O24)","Amiti, Mary Konings, Jozef",10.1257/aer.97.5.1611,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.97.5.1611,2007/12,"Trade Liberalization, Intermediate Inputs, and Productivity: Evidence from Indonesia",https://www.aeaweb.org/articles?id=10.1257/aer.97.5.1611,2007.0,813
1838,H75 I38 J13," Little is known about the effects of placing children who are abused or neglected into
foster care. This paper uses the placement tendency of child protection investigators
as an instrumental variable to identify causal effects of foster care on long-term
outcomes—including juvenile delinquency, teen motherhood, and employment—
among children in Illinois where a rotational assignment process effectively randomizes
families to investigators. Large marginal treatment effect estimates suggest
caution in the interpretation, but the results suggest that children on the margin of
placement tend to have better outcomes when they remain at home, especially older
children. (JEL H75, I38, J13)","Doyle Jr., Joseph J.",10.1257/aer.97.5.1583,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.97.5.1583,2007/12,Child Protection and Child Outcomes: Measuring the Effects of Foster Care,https://www.aeaweb.org/articles?id=10.1257/aer.97.5.1583,2007.0,814
1839,D86 K42 O17 Z13," In developing countries lacking legal enforcement, villagers may use implicit contracts
to minimize crime. I construct a dynamic limited-commitment model, in which
a thief cannot commit to forego stealing, but is induced to steal less by the promise of
future gifts. Combining survey data on production, theft, gifts, and trust with experiments
measuring trustworthiness, I provide supporting evidence. Farmers living near
more relatives or with plots that are difficult to steal from give fewer gifts and trust
more, and those living near more relatives also experience less theft. Giving increases
when trust is lower and the threat of theft is greater. (JEL D86, K42, O17, Z13)","Schechter, Laura",10.1257/aer.97.5.1560,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.97.5.1560,2007/12,"Theft, Gift-Giving, and Trustworthiness: Honesty Is Its Own Reward in Rural Paraguay",https://www.aeaweb.org/articles?id=10.1257/aer.97.5.1560,2007.0,815
1840,D12 D91," We use scanner data and time diaries to document how households substitute time
for money through shopping and home production. We document substantial heterogeneity
in prices paid for identical goods for the same area and time, with older
households shopping the most and paying the lowest prices. Doubling shopping frequency
lowers a good's price by 7 to 10 percent. We estimate the shopper's price of
time and use this series to estimate an elasticity of substitution between time and goods
in home production of roughly 1.8. The observed life-cycle time allocation implies a
consumption series that differs markedly from expenditures. (JEL D12, D91)","Aguiar, Mark Hurst, Erik",10.1257/aer.97.5.1533,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.97.5.1533,2007/12,Life-Cycle Prices and Production,https://www.aeaweb.org/articles?id=10.1257/aer.97.5.1533,2007.0,816
1841,," We measure the welfare gain from removing aggregate consumption fluctuations in a model where each individual faces incomplete consumption insurance. We show that, because this welfare gain is a convex function of the overall consumption risk—aggregate plus idiosyncratic—each individual faces, to gauge the magnitude of the gain, it is important to match individuals' overall risk prior to any policy. In an economy calibrated to match individuals' overall risk, even removing 10 percent of aggregate fluctuations can result in a large welfare gain. Further, large gains do not necessarily depend on the countercyclical nature of idiosyncratic risk. (JEL E21, E32)","De Santis, Massimiliano",10.1257/aer.97.4.1488,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.97.4.1488,2007/09,Individual Consumption Risk and the Welfare Cost of Business Cycles,https://www.aeaweb.org/articles?id=10.1257/aer.97.4.1488,2007.0,817
1842,," Twenty-seven percent of the Union Army prisoners captured July 1863 or later died in captivity. At Andersonville, the death rate may have been as high as 40 percent. How did men survive such horrific conditions? Using two independent datasets, we find that friends had a statistically significant positive effect on survival probabilities and that the closer the ties between friends as measured by such identifiers as ethnicity, kinship, and
the same hometown, the bigger was the impact of friends on survival probabilities. (JEL N41, Z13)","Costa, Dora L. Kahn, Matthew E.",10.1257/aer.97.4.1467,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.97.4.1467,2007/09,Surviving Andersonville: The Benefits of Social Networks in POW Camps,https://www.aeaweb.org/articles?id=10.1257/aer.97.4.1467,2007.0,818
1843,," Systematic asymmetries in exchange behavior have been widely interpreted as support for ""endowment effect theory,"" an application of prospect theory positing that loss aversion and utility function kinks set by entitlements explain observed asymmetries. We experimentally test an alternative explanation, namely, that asymmetries are explained by classical preference theories finding influence through the experimental procedures typically used. Contrary to the predictions of endowment effect theory, we observe no asymmetries when we modify procedures to remove the influence of classical preference theories. When we return to traditional-type procedures, however, the asymmetries reappear. The results support explanations based in classical preference theories and reject endowment effect theory. (JEL D01)","Plott, Charles R. Zeiler, Kathryn",10.1257/aer.97.4.1449,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.97.4.1449,2007/09,Exchange Asymmetries Incorrectly Interpreted as Evidence of Endowment Effect Theory and Prospect Theory?,https://www.aeaweb.org/articles?id=10.1257/aer.97.4.1449,2007.0,819
1844,," A repeated moral hazard setting in which the Principal privately observes the Agent's output is studied. The optimal contract for a finite horizon is characterized, and shown to require burning of resources. These are only burnt after the worst possible realization sequence and the amount is independent of both the length of the horizon and the discount factor. For the infinite horizon. it is shown that there is no loss from restricting
the analysis to contracts in which the Agent receives a constant efficiency wage and no feedback until he is fired. Furthermore, optimal contracts cannot be replicated by short-term contracts. A family of fixed interval review contracts is characterized. Longer review intervals are preferable but harder to implement. Comparative statics on the review length are carried out. Finally, these contracts are shown approximate first best if players are very patient. (JEL D82, D86)","Fuchs, William",10.1257/aer.97.4.1432,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.97.4.1432,2007/09,Contracting with Repeated Moral Hazard and Private Evaluations,https://www.aeaweb.org/articles?id=10.1257/aer.97.4.1432,2007.0,820
1845,," What role does labor play in firms' market value? We use a production-based asset pricing model with factor adjustment costs and forward-looking agents to explore this question. We posit that the hiring of labor is akin to investment in capital and that the two interact, with the interaction being a crucial determinant of the dynamic behavior of market value. Using aggregate US corporate sector data, we estimate firms' optimal hiring and investment decisions and the consequences for firms' value. (JEL E22, E24, G31, G32, M51)","Merz, Monika Yashiv, Eran",10.1257/aer.97.4.1419,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.97.4.1419,2007/09,Labor and the Market Value of the Firm,https://www.aeaweb.org/articles?id=10.1257/aer.97.4.1419,2007.0,821
1846,," This paper demonstrates theoretically and experimentally that in first-price auctions overbidding with respect to the risk neutral Nash equilibrium might be driven from anticipated loser regret (felt when bidders lose at an affordable price). Different information structures are created to elicit regret: bidders know they will learn the winning bid if they lose (loser regret condition); or the second-highest bid if they win (winner regret condition); or they will receive no feedback regarding the other bids. Bidders in loser regret condition anticipated regret and significantly overbid. However, bidders in the winner regret condition did not anticipate regret. (JEL D44)","Filiz-Ozbay, Emel Ozbay, Erkut Y.",10.1257/aer.97.4.1407,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.97.4.1407,2007/09,Auctions with Anticipated Regret: Theory and Experiment,https://www.aeaweb.org/articles?id=10.1257/aer.97.4.1407,2007.0,822
1847,," We present a model where trade agreements are motivated by the desire of governments to commit vis-à-vis domestic lobbies, in addition to standard terms-of-trade
externalities. The model predicts that trade liberalization is deeper when capital is more mobile across sectors, and when governments are more politically motivated (provided domestic-commitment motives are strong enough). The model also provides a new rationale for the use of tariff ceilings. In a fully dynamic specification of the model, tariffs are reduced in two stages: an immediate cut and a subsequent gradual reduction, with the speed of liberalization increasing in the degree of capital
mobility. (JEL D72, F13)","Maggi, Giovanni Rodríguez-Clare, Andrés",10.1257/aer.97.4.1374,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.97.4.1374,2007/09,A Political-Economy Theory of Trade Agreements,https://www.aeaweb.org/articles?id=10.1257/aer.97.4.1374,2007.0,823
1848,," We examine how countries' incentives to go to war depend on the ""political bias""
of their pivotal decision makers. This bias is measured by a decision maker’s risk/
reward ratio from a war compared to that of the country at large. If there is no
political bias, then there are mutually acceptable transfers from one country to
the other that will avoid a war in the presence of commitment or enforceability of
peace treaties. There are cases with a strong enough bias on the part of one or both
countries where war cannot be prevented by any transfer payments. Our results
shed some new light on the uneven contender paradox and the interpretation of the
""democratic peace."" We examine countries' choices of the bias of their leaders and
show that when transfers are possible, at least one country will choose a biased
leader, as that leads to a strong bargaining position and extraction of transfers.
(JEL D72, D74)","Jackson, Matthew O. Morelli, Massimo",10.1257/aer.97.4.1353,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.97.4.1353,2007/09,Political Bias and War,https://www.aeaweb.org/articles?id=10.1257/aer.97.4.1353,2007.0,824
1849,," People who are members of a group and identify with it behave differently from people
who perceive themselves as isolated individuals. This paper shows that group
membership affects preferences over outcomes, and saliency of the group affects the
perception of the environment. We manipulate the saliency of group membership
by letting a player's own group watch as a passive audience as decisions are made,
and/or by making part of the payoff common for members of the group. In contrast
to the minimal-group paradigm, minimal groups alone do not affect behavior in our
strategic environments. However, salient group membership significantly increases
the aggressive stance of the hosts (people who have their group members in the
audience), and tends to reduce that of the guests. (JEL D71, Z13)","Charness, Gary Rigotti, Luca Rustichini, Aldo",10.1257/aer.97.4.1340,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.97.4.1340,2007/09,Individual Behavior and Group Membership,https://www.aeaweb.org/articles?id=10.1257/aer.97.4.1340,2007.0,825
1850,," We investigate the impact of vertical mergers on upstream firms' ability to collude
when selling to downstream firms in a repeated game. We show that vertical mergers
give rise to an outlets effect: the deviation profits of cheating unintegrated firms
are reduced as these firms can no longer profitably sell to the downstream affiliates
of their integrated rivals. Vertical mergers also result in an opposing punishment
effect: integrated firms typically make more profit in the punishment phase
than unintegrated upstream firms. The net result of these effects in an unintegrated
industry is to facilitate upstream collusion. We provide conditions under which further
vertical integration also facilitates collusion. (JEL D43, G34, L12, L13)","Nocke, Volker White, Lucy",10.1257/aer.97.4.1321,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.97.4.1321,2007/09,Do Vertical Mergers Facilitate Upstream Collusion?,https://www.aeaweb.org/articles?id=10.1257/aer.97.4.1321,2007.0,826
1851,," Previous papers by Eric B. Rasmusen, J. Mark Ramseyer, and John S. Wiley, Jr.
(1991) and Ilya R. Segal and Michael D. Whinston (2000) argue that exclusive contracts
can inefficiently deter entry in the presence of scale economies and multiple
buyers. We first show that these results no longer hold when buyers are final
consumers who can breach these contracts and pay expectation damages. We then
show, however, that exclusive contracts can inefficiently deter entry if buyers are
downstream competitors, even in the absence of scale economies and even if breach
is possible. (JEL D86, K21, L11 , L13, L14, L40)","Simpson, John Wickelgren, Abraham L.",10.1257/aer.97.4.1305,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.97.4.1305,2007/09,"Naked Exclusion, Efficient Breach, and Downstream Competition",https://www.aeaweb.org/articles?id=10.1257/aer.97.4.1305,2007.0,827
1852,," Inexperienced women, along with economics and business majors, are much
more susceptible to the winner's curse, as are subjects with lower SAT/ACT
scores. There are strong selection effects in bid function estimates for inexperienced
and experienced subjects due to bankruptcies and bidders who
have lower earnings returning less frequently as experienced subjects. These
selection effects are not identified using standard econometric techniques but
are identified through experimental treatment effects. Ignoring these selection
effects leads to misleading estimates of learning. (JEL D44, D83, J16)","Casari, Marco Ham, John C. Kagel, John H.",10.1257/aer.97.4.1278,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.97.4.1278,2007/09,"Selection Bias, Demographic Effects, and Ability Effects in Common Value Auction Experiments",https://www.aeaweb.org/articles?id=10.1257/aer.97.4.1278,2007.0,828
1853,," While neoclassical models assume static cost-minimization by firms, agency models
suggest that firms may not minimize costs in less-competitive or regulated environments.
We test this using a transition from cost-of-service regulation to marketoriented
environments for many US electric generating plants. Our estimates of input
demand suggest that publicly owned plants, whose owners were largely insulated
from these reforms, experienced the smallest efficiency gains, while investor-owned
plants in states that restructured their wholesale electricity markets improved the
most. The results suggest modest medium-term efficiency benefits from replacing
regulated monopoly with a market-based industry structure. (JEL D24, L11 , L51,
L94, L98)","Fabrizio, Kira R. Rose, Nancy L. Wolfram, Catherine D.",10.1257/aer.97.4.1250,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.97.4.1250,2007/09,Do Markets Reduce Costs? Assessing the Impact of Regulatory Restructuring on US Electric Generation Efficiency,https://www.aeaweb.org/articles?id=10.1257/aer.97.4.1250,2007.0,829
